nickname,name,nationality,team,total_kills,headshot_%,total_deaths,kills/deaths,damage/round,grenade_dmg/round,maps_played,rounds_played,kills/round,assists/round,deaths/round,saved_by_teammate/round,saved_teammates/round,rating
bodyy,Alexandre Pianaro,France,DBL PONEY,21374.0,56.3,21631.0,0.99,75.6,4.3,1205.0,31812.0,0.67,0.14,0.68,0.11,0.09,0.98
AdreN,Dauren Kystaubayev,Kazakhstan,No team,31357.0,48.8,31574.0,0.99,75.9,5.3,1767.0,46454.0,0.68,0.15,0.68,0.08,0.07,0.98
bew,Brandon Roberts,United States,No team,6854.0,50.7,6911.0,0.99,76.3,6.4,376.0,10079.0,0.68,0.15,0.69,0.11,0.11,01.05
ryann,Ryan Welsh,United States,No team,12192.0,55.1,12461.0,0.98,73.9,3.0,697.0,17857.0,0.68,0.12,0.7,0.12,0.1,01.04
apocdud,Tom Henry,Australia,VERTEX,11799.0,36.3,11865.0,0.99,74.8,5.4,674.0,17479.0,0.68,0.13,0.68,0.11,0.1,01.05
rmn,Ricardo Oliveira,Portugal,SAW,17857.0,54.2,17998.0,0.99,74.1,3.6,1005.0,26273.0,0.68,0.13,0.69,0.1,0.11,0.98
Zix,Krasen Minchev,Bulgaria,No team,7076.0,54.4,7242.0,0.98,75.0,4.4,400.0,10329.0,0.69,0.14,0.7,0.12,0.11,01.04
Perfecto,Ilya Zalutskiy,Russia,Natus Vincere,10572.0,46.5,10219.0,01.03,69.9,4.4,642.0,16922.0,0.62,0.13,0.6,0.09,0.09,01.04
DeadFox,Bence Böröcz,Hungary,No team,13856.0,38.4,13910.0,1.0,69.5,3.5,807.0,21060.0,0.66,0.13,0.66,0.1,0.11,0.98
NickelBack,Aleksei Trofimov,Russia,Entropiq,22442.0,40.1,22451.0,1.0,75.6,6.3,1276.0,33865.0,0.66,0.16,0.66,0.1,0.1,01.05
zende,Erik Sundeqvist,Sweden,No team,7064.0,47.7,7065.0,1.0,74.1,3.4,397.0,10444.0,0.68,0.13,0.68,0.09,0.11,0.98
Boombl4,Kirill Mikhailov,Russia,Natus Vincere,18424.0,41.7,18757.0,0.98,76.2,4.6,1038.0,27483.0,0.67,0.14,0.68,0.09,0.08,01.05
anger,Todd Williams,United States,No team,12065.0,50.9,12294.0,0.98,74.2,3.5,682.0,17700.0,0.68,0.14,0.69,0.1,0.1,0.98
Spiidi,Timo Richter,Germany,Sprout,33533.0,40.2,33343.0,01.01,73.7,5.1,1944.0,51524.0,0.65,0.15,0.65,0.09,0.09,0.98
Llamas,Luke Merchant,Australia,Control,7596.0,49.1,7621.0,1.0,70.9,3.3,451.0,11530.0,0.66,0.12,0.66,0.1,0.11,01.01
RuStY,Alfred Karlsson,Sweden,GamerLegion,21328.0,53.0,21472.0,0.99,74.0,4.3,1183.0,31917.0,0.67,0.14,0.67,0.1,0.1,01.04
doto,Joonas Forss,Finland,ENCE,11512.0,54.8,11696.0,0.98,74.6,4.5,648.0,17287.0,0.67,0.14,0.68,0.09,0.09,0.98
ZEDKO,Jindřich Chyba,Czech Republic,SINNERS,17539.0,52.5,17638.0,0.99,73.4,4.5,999.0,26364.0,0.67,0.13,0.67,0.1,0.09,0.98
tifa,Thiago França,Brazil,No team,7090.0,45.7,7199.0,0.98,74.3,3.6,407.0,10476.0,0.68,0.14,0.69,0.09,0.1,0.98
jnt,Jhonatan Silva,Brazil,Sharks,10050.0,35.5,9892.0,01.02,68.9,3.9,608.0,15674.0,0.64,0.11,0.63,0.09,0.09,01.03
prt,Matheus Scuvero,Brazil,TeamOne,12574.0,53.3,12660.0,0.99,72.8,3.0,724.0,18787.0,0.67,0.13,0.67,0.11,0.11,01.03
SHOOWTiME,Gustavo Gonçalves,Brazil,ex-Imperial,16531.0,45.5,16787.0,0.98,75.2,4.2,946.0,24427.0,0.68,0.13,0.69,0.1,0.1,0.98
niki1,Nikolay Pantaleev,Bulgaria,FATE,17602.0,48.8,17897.0,0.98,76.8,6.7,1006.0,26219.0,0.67,0.16,0.68,0.1,0.09,0.98
BIT,Bruno Fukuda Lima,Brazil,9z,12295.0,48.2,12231.0,01.01,74.2,5.6,727.0,18792.0,0.65,0.15,0.65,0.11,0.09,0.98
syken,Thilo Phan,Germany,No team,7450.0,57.8,7698.0,0.97,74.1,3.3,413.0,10832.0,0.69,0.12,0.71,0.11,0.11,0.98
DeStRoYeR,JiaMing Gu,China,Invictus,10295.0,42.1,10440.0,0.99,74.7,2.7,571.0,15101.0,0.68,0.12,0.69,0.09,0.09,0.98
BURNRUOk,Callum Henderson,Australia,No team,15228.0,50.7,15746.0,0.97,76.9,3.7,860.0,22168.0,0.69,0.14,0.71,0.09,0.08,0.98
djay,Jonathan Dallal,Canada,Party Astronauts,12748.0,48.3,12989.0,0.98,74.4,4.0,729.0,18899.0,0.67,0.14,0.69,0.11,0.11,01.03
RUSH,William Wierzba,United States,No team,23730.0,47.4,24021.0,0.99,72.1,3.8,1369.0,35824.0,0.66,0.15,0.67,0.11,0.1,0.98
Sergiz,Sergey Atamanchuk,Ukraine,Doge Soldiers,7819.0,52.1,7733.0,01.01,72.7,5.1,456.0,12110.0,0.65,0.13,0.64,0.08,0.09,01.03
PERCY,Martin Wessel,Denmark,LPSP,18279.0,58.5,18665.0,0.98,73.5,4.2,1024.0,27224.0,0.67,0.12,0.69,0.09,0.09,0.98
NEKIZ,Gabriel Schenato,Brazil,paiN,15480.0,48.1,15812.0,0.98,74.9,3.9,874.0,22938.0,0.67,0.13,0.69,0.1,0.1,0.98
Radifaction,Haakon Tholo,Norway,No team,8996.0,49.8,9178.0,0.98,75.3,3.4,498.0,13361.0,0.67,0.13,0.69,0.09,0.09,01.03
jabbi,Jakob Nygaard,Denmark,Copenhagen Flames,11721.0,60.1,11810.0,0.99,70.6,4.4,658.0,17795.0,0.66,0.11,0.66,0.11,0.11,01.02
Marek,Tzu-Chi Huang,Taiwan,No team,6820.0,52.1,6918.0,0.99,73.8,3.5,391.0,10297.0,0.66,0.13,0.67,0.09,0.1,0.98
blocker,Yanko Panov,Bulgaria,No team,15729.0,49.3,16240.0,0.97,77.0,4.9,864.0,22973.0,0.68,0.15,0.71,0.11,0.12,01.05
RpK,Cédric Guipouy,France,No team,26056.0,50.7,26673.0,0.98,72.1,2.9,1499.0,39100.0,0.67,0.13,0.68,0.11,0.11,0.97
SPELLAN,Teodor Nikolov,Bulgaria,No team,24573.0,39.6,24808.0,0.99,74.1,5.4,1430.0,37438.0,0.66,0.13,0.66,0.08,0.08,01.03
mono,Michał Gabszewicz,Poland,No team,11609.0,44.6,11617.0,1.0,75.6,5.7,660.0,17625.0,0.66,0.13,0.66,0.07,0.09,0.97
sinnopsyy,Dionis Budeci,Albania,BLINK,10125.0,57.6,10587.0,0.96,78.7,5.4,547.0,14724.0,0.69,0.13,0.72,0.08,0.07,01.03
leman,Eryk Kocęba,Poland,AGO,7605.0,51.7,7706.0,0.99,71.9,4.0,431.0,11582.0,0.66,0.13,0.67,0.1,0.12,0.97
jmqa,Savelii Bragin,Russia,No team,16152.0,51.0,16425.0,0.98,73.8,4.4,922.0,24189.0,0.67,0.13,0.68,0.09,0.08,0.97
propleh,Dmitriy Senigov,Russia,No team,6836.0,49.2,6938.0,0.99,74.2,4.3,387.0,10295.0,0.66,0.14,0.67,0.1,0.11,01.03
wiz,Jerric Jiang,United States,RBG,6650.0,28.8,6704.0,0.99,69.6,4.4,381.0,10127.0,0.66,0.1,0.66,0.09,0.1,01.01
seb,Sebastian Bucki,United States,No team,10456.0,45.5,10680.0,0.98,76.0,4.1,603.0,15586.0,0.67,0.15,0.69,0.11,0.11,0.97
Keoz,Nicolas Dgus,Belgium,LDLC,13932.0,54.9,14497.0,0.96,75.1,4.9,774.0,20576.0,0.68,0.13,0.7,0.1,0.09,01.03
TMB,Thomas Bundsbæk,Denmark,MAD Lions,10851.0,47.7,11163.0,0.97,77.8,7.3,609.0,16241.0,0.67,0.16,0.69,0.1,0.09,01.05
oskarish,Oskar Stenborowski,Poland,No team,16766.0,50.7,17070.0,0.98,70.6,4.2,963.0,25655.0,0.65,0.12,0.67,0.1,0.1,0.97
Drea3er,ZhiTao Zhang,China,CatEvil,6898.0,53.9,7172.0,0.96,74.2,2.6,395.0,10159.0,0.68,0.13,0.71,0.09,0.1,01.02
kUcheR,Emil Akhundov,Russia,No team,14944.0,44.0,15089.0,0.99,74.2,2.6,852.0,22314.0,0.67,0.15,0.68,0.1,0.1,0.97
Fadey,Rhys Armstrong,South Africa,ATK,10105.0,55.1,10643.0,0.95,75.9,3.6,572.0,14629.0,0.69,0.13,0.73,0.12,0.1,0.97
stk,Anupong Mueangngam,Thailand,LZ,10034.0,42.0,10257.0,0.98,74.5,3.0,591.0,15136.0,0.66,0.15,0.68,0.13,0.11,01.05
PKL,Vinicios Coelho,Brazil,paiN,17994.0,52.2,18376.0,0.98,74.3,3.9,1045.0,27296.0,0.66,0.14,0.67,0.1,0.09,0.97
ELUSIVE,Ruan van Wyk,South Africa,No team,6410.0,43.9,6354.0,01.01,69.6,3.6,397.0,10059.0,0.64,0.14,0.63,0.1,0.11,0.97
nafany,Vladislav Gorshkov,Russia,Gambit,14359.0,51.3,14881.0,0.96,74.8,4.8,806.0,21426.0,0.67,0.14,0.69,0.1,0.08,01.04
Aleksib,Aleksi Virolainen,Finland,OG,16442.0,39.3,16609.0,0.99,75.3,8.5,959.0,25352.0,0.65,0.17,0.66,0.11,0.1,0.97
SOKER,Aitor Fernández,Spain,x6tence,11378.0,42.5,11813.0,0.96,75.6,2.8,639.0,16759.0,0.68,0.15,0.7,0.12,0.11,0.97
DEVIL,Timothée Démolon,France,UBITEAM,11006.0,48.2,11297.0,0.97,73.3,3.7,636.0,16582.0,0.66,0.13,0.68,0.1,0.09,0.97
MAIROLLS,Maitri Sukrob,Thailand,LZ,8516.0,49.1,8729.0,0.98,73.2,3.5,495.0,12791.0,0.67,0.13,0.68,0.1,0.1,01.02
Surreal,Kia Man,United Kingdom,Endpoint,24229.0,43.2,24889.0,0.97,72.5,3.3,1406.0,36832.0,0.66,0.13,0.68,0.1,0.09,0.97
gabesson,Gábor Málovics,Hungary,No team,7943.0,42.1,8207.0,0.97,76.0,4.6,441.0,11654.0,0.68,0.16,0.7,0.11,0.11,0.97
pesadelo,Matheus Panisset,Brazil,TeamOne,9112.0,44.4,9541.0,0.96,75.6,6.1,516.0,13474.0,0.68,0.14,0.71,0.1,0.09,01.02
seized,Denis Kostin,Russia,Singularity,26155.0,45.8,26772.0,0.98,72.6,5.4,1497.0,39393.0,0.66,0.15,0.68,0.08,0.07,0.97
misutaaa,Kévin Rabier,France,Vitality,6310.0,54.8,6533.0,0.97,69.1,2.8,372.0,9811.0,0.64,0.11,0.67,0.12,0.11,01.01
Mayker,Daryl May,Australia,No team,7380.0,49.1,7600.0,0.97,72.9,4.6,433.0,11216.0,0.66,0.13,0.68,0.1,0.1,01.01
KHRN,Jesse Grandell,Finland,No team,15822.0,48.0,16067.0,0.98,71.0,4.7,935.0,24443.0,0.65,0.14,0.66,0.1,0.1,0.97
Leaf,Sattawut Reathong,Thailand,No team,6618.0,44.2,6689.0,0.99,72.1,3.5,398.0,10120.0,0.65,0.13,0.66,0.09,0.08,01.02
SEMINTE,Valentin Bodea,Romania,Nexus,10693.0,49.2,11101.0,0.96,72.4,3.0,618.0,16169.0,0.66,0.13,0.69,0.09,0.1,0.97
starix,Sergey Ischuk,Ukraine,AVE,10761.0,47.6,11002.0,0.98,73.5,3.8,625.0,16451.0,0.65,0.14,0.67,0.09,0.09,0.97
reltuC,Stephen Cutler,United States,No team,14788.0,40.5,14862.0,1.0,73.3,3.7,865.0,22664.0,0.65,0.15,0.66,0.09,0.1,0.97
LUCAS1,Lucas Teles,Brazil,No team,15923.0,47.0,16381.0,0.97,76.7,3.9,934.0,24242.0,0.66,0.16,0.68,0.1,0.09,0.97
w1nt3r,Alikhan Kopzhanov,Kazakhstan,Unique,8308.0,50.0,8399.0,0.99,72.2,3.9,483.0,12921.0,0.64,0.12,0.65,0.09,0.1,01.01
Hyper,Bartosz Wolny,Poland,ex-Izako Boars,11144.0,41.8,11311.0,0.99,69.9,2.8,646.0,16949.0,0.66,0.12,0.67,0.08,0.08,0.96
Maniac,Mathieu Quiquerez,Switzerland,No team,14478.0,39.4,14866.0,0.97,74.4,2.1,837.0,22049.0,0.66,0.14,0.67,0.08,0.08,0.96
phr,Tomasz Wójcik,Poland,No team,21990.0,53.6,22424.0,0.98,73.1,5.7,1256.0,33631.0,0.65,0.13,0.67,0.09,0.09,01.02
SmithZz,Edouard Dubourdeaux,France,No team,19726.0,41.4,20269.0,0.97,66.1,2.3,1161.0,30130.0,0.65,0.14,0.67,0.1,0.08,0.96
chopper,Leonid Vishnyakov,Russia,Spirit,17722.0,57.5,18167.0,0.98,72.2,4.3,1027.0,27181.0,0.65,0.13,0.67,0.1,0.08,0.96
ProbLeM,Dmitriy Martinov,Russia,GMT,8878.0,48.9,9130.0,0.97,74.4,4.6,497.0,13492.0,0.66,0.13,0.68,0.1,0.09,01.03
0i,ZhiWei Liu,China,No team,8436.0,55.9,8776.0,0.96,73.9,3.3,475.0,12428.0,0.68,0.13,0.71,0.1,0.1,01.01
kaper,Kacper Słoma,Poland,GRAFICIARZE,9154.0,44.2,9322.0,0.98,72.1,3.8,536.0,14240.0,0.64,0.14,0.65,0.1,0.1,01.02
HOLMES,Petar Dimitrijević,Serbia,Marten,7559.0,44.9,7859.0,0.96,78.1,4.4,429.0,11217.0,0.67,0.15,0.7,0.1,0.1,0.96
maeVe,Lasse Elgaard,Denmark,No team,8154.0,40.5,8285.0,0.98,72.3,3.5,487.0,12606.0,0.65,0.14,0.66,0.08,0.07,0.96
Kairi,David de Miguel,Spain,GTZ Bulls,6763.0,37.7,6967.0,0.97,74.1,6.0,404.0,10297.0,0.66,0.15,0.68,0.1,0.09,0.96
Tommy,Kumaresan Ramani,Singapore,No team,6700.0,46.0,7023.0,0.95,76.2,2.9,387.0,9900.0,0.68,0.15,0.71,0.12,0.1,01.04
SADDYX,Tuomas Louhimaa,Finland,No team,11339.0,47.6,11705.0,0.97,74.6,6.0,644.0,17265.0,0.66,0.14,0.68,0.1,0.1,01.03
bodito,Patrik Boda,Hungary,No team,7452.0,46.7,7841.0,0.95,74.1,3.3,412.0,11052.0,0.67,0.14,0.71,0.11,0.1,0.96
expro,Heng Yang,China,Lynn Vision,7164.0,44.5,7411.0,0.97,75.3,4.2,400.0,10629.0,0.67,0.13,0.7,0.1,0.09,01.03
tiziaN,Tizian Feldbusch,Germany,BIG,28083.0,56.1,28770.0,0.98,71.6,4.7,1656.0,43748.0,0.64,0.13,0.66,0.09,0.09,0.96
stanislaw,Peter Jarguz,Canada,No team,21299.0,47.6,21772.0,0.98,72.7,6.0,1281.0,33169.0,0.64,0.14,0.66,0.1,0.09,0.96
Snappi,Marco Pfeiffer,Denmark,ENCE,25327.0,45.6,26038.0,0.97,73.0,4.4,1465.0,38620.0,0.66,0.13,0.67,0.09,0.08,0.96
xms,Alexandre Forté,France,No team,12206.0,59.0,12830.0,0.95,71.0,2.9,712.0,18783.0,0.65,0.12,0.68,0.11,0.1,0.96
nbl,Nabil Aleua,Argentina,Meta,9799.0,51.2,10247.0,0.96,72.5,3.6,570.0,14732.0,0.67,0.14,0.7,0.11,0.1,0.96
maNkz,Marcus Kjeldsen,Denmark,ECSTATIC,9636.0,52.5,10009.0,0.96,72.9,5.2,558.0,14932.0,0.65,0.14,0.67,0.11,0.11,01.03
Uber,Michael Stapells,Canada,No team,6674.0,50.2,6973.0,0.96,73.6,3.9,398.0,10027.0,0.67,0.14,0.7,0.12,0.11,0.96
FinigaN,Vladislav Usov,Russia,AVANGAR,7717.0,50.7,7758.0,0.99,68.6,4.4,459.0,12310.0,0.63,0.12,0.63,0.1,0.1,01.01
JT,Johnny Theodosiou,South Africa,Extra Salt,16471.0,48.3,17089.0,0.96,72.5,4.7,986.0,25533.0,0.65,0.14,0.67,0.12,0.11,01.03
glow,Min-Soo Kim,Korea,No team,6438.0,51.9,6537.0,0.98,69.5,3.2,395.0,10045.0,0.64,0.12,0.65,0.11,0.11,01.01
Kvik,Aurimas Kvakšys,Lithuania,No team,13682.0,42.7,14349.0,0.95,75.1,3.8,780.0,20389.0,0.67,0.14,0.7,0.1,0.1,0.96
NEO,Filip Kubski,Poland,HONORIS,33803.0,37.8,35178.0,0.96,72.2,5.8,1989.0,51913.0,0.65,0.16,0.68,0.09,0.08,0.96
RZU,Jeff Ngo,United States,Triumph,7071.0,54.3,7464.0,0.95,73.6,3.5,398.0,10431.0,0.68,0.13,0.72,0.11,0.1,01.01
MAJ3R,Engin Küpeli,Turkey,No team,17858.0,48.8,18382.0,0.97,73.9,4.9,1050.0,27515.0,0.65,0.14,0.67,0.08,0.08,0.96
friberg,Adam Friberg,Sweden,Dignitas,31906.0,47.3,33305.0,0.96,70.6,5.1,1883.0,48910.0,0.65,0.16,0.68,0.11,0.1,0.96
LOGAN,Logan Corti,France,No team,10091.0,55.2,10391.0,0.97,70.6,2.6,590.0,15692.0,0.64,0.12,0.66,0.1,0.1,01.01
smF,Danni Dyg,Denmark,LPSP,13564.0,56.2,13924.0,0.97,69.6,4.5,811.0,21252.0,0.64,0.13,0.66,0.11,0.11,0.96
Kristou,Kristoffer Aamand,Denmark,No team,6421.0,43.9,6748.0,0.95,67.9,3.3,375.0,9885.0,0.65,0.09,0.68,0.09,0.08,0.99
tahsiN,Tahsin Broschk,Germany,CCO,10211.0,44.7,10829.0,0.94,72.7,4.8,588.0,15274.0,0.67,0.14,0.71,0.09,0.08,0.96
dezon,Adam Wahlqvist,Sweden,Savage,8097.0,52.6,8291.0,0.98,70.0,4.7,482.0,12929.0,0.63,0.13,0.64,0.1,0.09,01.01
YJ,Lucas Yuji,Brazil,No team,8424.0,41.6,8495.0,0.99,71.0,4.1,514.0,13425.0,0.63,0.13,0.63,0.07,0.08,1.0
kinqie,Semyon Lisitsyn,Russia,FreeTON,11130.0,57.1,11727.0,0.95,74.7,4.6,631.0,16775.0,0.66,0.13,0.7,0.11,0.09,0.96
Walco,Colby Walsh,Canada,RBG,6680.0,58.4,7106.0,0.94,73.7,7.7,379.0,10064.0,0.66,0.13,0.71,0.1,0.1,01.01
ponczek,Patryk Wites,Poland,Dolej Miodu,8528.0,44.5,8767.0,0.97,70.8,4.0,496.0,13346.0,0.64,0.13,0.66,0.09,0.08,01.01
devoduvek,David Dobrosavljevic,France,Ambush,10752.0,49.7,11280.0,0.95,76.0,3.4,620.0,16394.0,0.66,0.15,0.69,0.1,0.09,0.95
beastik,Sebastian Daňo,Czech Republic,SINNERS,9763.0,55.9,10236.0,0.95,71.3,4.8,567.0,15159.0,0.64,0.13,0.68,0.11,0.08,01.02
denis,Denis Howell,Germany,No team,32721.0,44.3,34569.0,0.95,75.0,3.6,1830.0,48692.0,0.67,0.14,0.71,0.11,0.09,0.95
alexRr,Alexander Frisch,Germany,No team,7438.0,39.8,7992.0,0.93,72.6,3.8,433.0,11346.0,0.66,0.12,0.7,0.09,0.07,0.95
steel,Lucas Lopes,Brazil,No team,23927.0,40.8,24725.0,0.97,71.9,3.6,1416.0,37000.0,0.65,0.13,0.67,0.1,0.09,0.95
dumz,Miran Matković,Sweden,No team,7889.0,48.4,8209.0,0.96,71.2,3.1,455.0,12074.0,0.65,0.12,0.68,0.1,0.09,0.95
TaZ,Wiktor Wojtas,Poland,HONORIS,36262.0,51.4,37672.0,0.96,67.7,2.3,2120.0,55651.0,0.65,0.13,0.68,0.11,0.09,0.95
caike,Caike Costa,Brazil,Los Grandes,8311.0,42.6,8666.0,0.96,71.6,4.0,489.0,12784.0,0.65,0.14,0.68,0.1,0.09,0.95
dERZKIY,Igor Radosavlevich,Belarus,No team,7040.0,53.9,7428.0,0.95,72.2,2.3,407.0,10613.0,0.66,0.13,0.7,0.1,0.11,0.95
Console,Mads Skovby,Denmark,No team,11948.0,39.5,12530.0,0.95,74.0,3.2,708.0,18612.0,0.64,0.15,0.67,0.11,0.09,0.95
CONNOR93,Connor Glover,Canada,No team,7738.0,51.7,8195.0,0.94,72.8,2.7,449.0,11544.0,0.67,0.12,0.71,0.11,0.1,0.95
soju_j,Jay Jeong,New Zealand,No team,9148.0,41.2,9558.0,0.96,72.1,4.2,554.0,14231.0,0.64,0.14,0.67,0.11,0.1,01.01
darko,Kacper Ściera,Poland,No team,14167.0,44.9,14957.0,0.95,75.0,6.6,796.0,21582.0,0.66,0.14,0.69,0.1,0.09,01.02
AcilioN,Asger Larsen,Denmark,Apeks,27812.0,43.8,29109.0,0.96,72.3,4.3,1627.0,42901.0,0.65,0.15,0.68,0.11,0.09,0.95
KrizzeN,Aidyn Turlybekov,Kazakhstan,No team,12720.0,54.9,13088.0,0.97,71.4,3.9,763.0,20020.0,0.64,0.14,0.65,0.1,0.09,01.01
Grusarn,Sander Iversen,Norway,777,8731.0,64.1,9399.0,0.93,73.1,5.3,484.0,13198.0,0.66,0.13,0.71,0.1,0.09,01.01
oxygeN,Blagoi Dimitrov,Bulgaria,No team,8473.0,59.4,8892.0,0.95,68.3,4.2,503.0,13505.0,0.63,0.11,0.66,0.1,0.08,1.0
flashie,Viktor Tamás Bea,Hungary,CLG Red,10033.0,41.9,10555.0,0.95,72.3,3.8,585.0,15493.0,0.65,0.14,0.68,0.1,0.09,0.95
strux1,Hendrik Goetzendorff,Germany,No team,6648.0,36.3,6894.0,0.96,76.0,1.8,403.0,10276.0,0.65,0.14,0.67,0.09,0.09,0.95
RAiLWAY,Artem Gradovich,Russia,GMT,7274.0,55.2,7881.0,0.92,76.6,4.7,397.0,10657.0,0.68,0.13,0.74,0.09,0.09,1.0
arvid,Tony Niemelä,Finland,No team,15544.0,44.8,16550.0,0.94,73.2,4.4,889.0,23841.0,0.65,0.14,0.69,0.1,0.1,0.95
ecfN,Lukas Kauer,Germany,No team,7387.0,53.8,7858.0,0.94,75.1,3.1,426.0,11214.0,0.66,0.14,0.7,0.12,0.11,0.95
Karsa,QiFang Su,China,TSG,7360.0,48.7,7650.0,0.96,70.5,3.7,457.0,11674.0,0.63,0.14,0.66,0.1,0.09,0.95
nosraC,Carson O'Reilly,United States,ChocoCheck,6550.0,51.2,7015.0,0.93,74.8,5.8,377.0,9956.0,0.66,0.14,0.7,0.09,0.08,01.01
Inzta,Peter Kragelund,Denmark,No team,12779.0,43.9,13628.0,0.94,72.5,2.6,754.0,19798.0,0.65,0.14,0.69,0.1,0.09,0.94
TOAO,Mateusz Zawistowski,Poland,ex-Izako Boars,18190.0,47.9,19159.0,0.95,69.6,4.7,1075.0,28658.0,0.63,0.12,0.67,0.09,0.08,0.99
H4RR3,Haris Hadzic,Norway,777,10198.0,50.9,10948.0,0.93,74.0,4.6,581.0,15621.0,0.65,0.14,0.7,0.12,0.1,01.03
Rock1nG,Ivan Stratiev,Bulgaria,No team,15257.0,55.3,16282.0,0.94,74.1,5.0,883.0,23271.0,0.66,0.14,0.7,0.1,0.09,01.01
uNdo,Alexander Kiziukevich,Belarus,VRTX,7217.0,54.3,7588.0,0.95,70.3,2.8,431.0,11262.0,0.64,0.12,0.67,0.08,0.09,0.94
vSa,Andy Xu,Canada,No team,6351.0,42.5,6673.0,0.95,70.6,2.8,385.0,10066.0,0.63,0.15,0.66,0.12,0.11,0.94
Sidney,Patryk Korab,Poland,UNGENTIUM,6163.0,50.3,6464.0,0.95,70.7,6.7,367.0,9899.0,0.62,0.14,0.65,0.1,0.09,1.0
Fifflaren,Robin Johansson,Sweden,No team,7894.0,37.5,7934.0,0.99,91.7,6.2,538.0,13220.0,0.6,0.15,0.6,0.04,0.16,0.94
kzy,Oliver Heck,Germany,EPIC DUDES,16347.0,47.6,17186.0,0.95,72.6,4.8,983.0,25625.0,0.64,0.14,0.67,0.09,0.09,0.94
SileNt,Samuel Portillo,United States,No team,10751.0,36.1,11539.0,0.93,70.9,2.6,624.0,16235.0,0.66,0.12,0.71,0.1,0.09,0.94
boX,Anton Burko,Belarus,Nemiga,20686.0,43.6,21975.0,0.94,75.2,5.8,1202.0,32028.0,0.65,0.16,0.69,0.1,0.08,01.04
tonyblack,Anton Kolesnikov,Russia,No team,13828.0,48.6,14553.0,0.95,69.6,3.8,826.0,21699.0,0.64,0.13,0.67,0.08,0.08,0.94
Twixie,Samuli Herrala,Finland,KOVA,11780.0,48.2,12518.0,0.94,71.8,5.2,684.0,18567.0,0.63,0.13,0.67,0.1,0.09,1.0
matty,Mateusz Kołodziejczyk,Poland,EC Brugge,8401.0,40.1,8945.0,0.94,77.0,5.8,484.0,12809.0,0.66,0.17,0.7,0.1,0.11,0.94
arch,Vladyslav Svistov,Ukraine,No team,10295.0,49.0,10953.0,0.94,72.7,2.2,593.0,15530.0,0.66,0.13,0.71,0.1,0.1,0.94
tutehen,Matias Canale,Argentina,VELOX,7111.0,46.3,7467.0,0.95,71.2,4.4,432.0,11167.0,0.64,0.14,0.67,0.11,0.11,0.94
EXUS,Konrad Jeńczeń,Poland,UNGENTIUM,14056.0,42.6,15055.0,0.93,71.1,3.5,813.0,21655.0,0.65,0.13,0.7,0.1,0.09,0.94
LOMME,Frederik Nielsen,Denmark,No team,10221.0,42.5,10753.0,0.95,72.0,4.5,623.0,16172.0,0.63,0.15,0.66,0.1,0.09,0.94
Polly,Pål Kammen,Norway,Apeks,7542.0,41.2,8087.0,0.93,63.9,3.0,451.0,11723.0,0.64,0.12,0.69,0.09,0.07,0.94
Ex6TenZ,Kévin Droolans,Belgium,No team,22665.0,41.5,23729.0,0.96,74.8,4.0,1393.0,36352.0,0.62,0.15,0.65,0.09,0.08,0.94
ub1que,Alexey Polivanov,Russia,No team,8319.0,41.8,8815.0,0.94,73.3,3.1,491.0,12691.0,0.66,0.13,0.69,0.09,0.09,0.94
RIZZZ,Rui Lima,Portugal,OFFSET,6877.0,51.9,7423.0,0.93,70.9,3.8,413.0,10830.0,0.63,0.13,0.69,0.12,0.11,1.0
Shakezullah,Alan Hardeman,United States,Bad News Bears,11747.0,42.9,12187.0,0.96,68.6,4.9,739.0,19197.0,0.61,0.12,0.63,0.1,0.08,1.0
interz,Timofey Yakushin,Russia,Gambit,12093.0,50.3,12288.0,0.98,63.2,5.0,788.0,20974.0,0.58,0.12,0.59,0.1,0.1,0.99
DANZ,Daniel Whitfield,Australia,Kanga,6569.0,42.4,7149.0,0.92,72.0,2.3,380.0,9912.0,0.66,0.13,0.72,0.09,0.1,0.94
Noisia,Alec Gulabovski,Australia,No team,9682.0,43.7,10298.0,0.94,72.5,4.8,579.0,15033.0,0.64,0.14,0.69,0.09,0.08,0.99
rafftu,Kostadin Turbinov,Bulgaria,FATE,8368.0,51.9,8905.0,0.94,70.5,3.3,485.0,13007.0,0.64,0.13,0.68,0.12,0.11,1.0
ngiN,Engin Kor,Turkey,No team,16499.0,45.3,17247.0,0.96,68.4,4.1,1025.0,26895.0,0.61,0.13,0.64,0.09,0.09,0.94
forget,Lei Li,China,No team,7723.0,50.3,8457.0,0.91,75.3,4.3,442.0,11512.0,0.67,0.14,0.73,0.1,0.08,0.94
neaLaN,Sanzhar Iskhakov,Kazakhstan,K23,16604.0,55.7,17821.0,0.93,74.3,4.7,956.0,25467.0,0.65,0.14,0.7,0.09,0.09,1.0
repo,Karol Cybulski,Poland,No team,8606.0,46.6,9263.0,0.93,69.3,3.7,503.0,13199.0,0.65,0.13,0.7,0.1,0.09,0.93
emi,Luka Vuković,Serbia,FunPlus Phoenix,17763.0,52.2,18986.0,0.94,72.3,5.6,1067.0,27762.0,0.64,0.15,0.68,0.12,0.1,0.93
Duplicate,Viktor Mitev,Bulgaria,No team,13486.0,51.5,14521.0,0.93,72.4,6.4,801.0,21369.0,0.63,0.14,0.68,0.11,0.1,1.0
